scorer,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000
bodyparts,nose,nose,nose,head,head,head,neck,neck,neck,body,body,body,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
8455,205.3899841,296.5057983,1,214.618988,299.4103699,1,228.2893524,301.8656616,0.99999994,262.0249329,299.4889221,1,298.8459778,277.8823547,1
8456,197.9671478,296.2917786,1,204.4632568,299.6564026,1,217.9512482,303.8478394,1,249.7073822,302.7395935,1,286.8557739,288.056488,1
8457,189.4248505,293.7937317,1,194.19841,297.3890076,1,206.4958344,303.6682434,1,239.8931732,304.2390442,1,275.9804993,297.686615,1
8458,182.5648956,291.6807556,1,186.7042999,295.211853,1,196.3404999,301.6242676,1,227.0872192,305.7065735,1,264.6084595,304.3312988,1
8459,174.5748138,291.6305847,1,179.4255524,294.7727356,1,190.8510742,302.1413269,1,219.7491608,306.9204712,1,256.7301636,311.2749634,1
8460,169.2501526,288.8510742,1,175.4343872,293.326416,1,185.2598724,299.4571533,1,212.3987122,306.1280823,1,249.6541443,314.3549194,1
8461,170.6635742,280.5195007,1,172.7165527,287.937561,1,180.8047943,296.1282043,1,205.7866364,307.5959778,1,239.6372833,317.2420654,1
8462,173.8151398,268.7419434,1,172.6016235,278.3481445,1,177.8133087,292.9416809,1,200.0896301,308.5598145,1,233.8206482,319.4129944,1
8463,175.1442108,263.6503296,1,173.01091,272.9679871,1,174.2883606,287.363678,1,193.1431274,306.3910828,1,226.3149109,319.6884766,1
8464,180.1862488,254.5297546,1,175.1647797,264.6885986,1,174.3903809,279.4705505,1,187.552475,303.062561,1,216.4045258,321.4581299,1
8465,182.9272766,251.1655121,1,176.5699158,260.3544312,1,174.3944092,273.9487305,1,183.4846802,298.4151306,1,206.9018402,321.7506104,1
8466,188.852005,248.5522003,1,179.9995117,255.8665924,1,175.0036316,268.6805725,1,180.4400024,294.3981323,1,200.1965942,320.8647156,1
8467,193.0170593,244.3586731,1,183.7082062,251.9163818,1,177.3059692,264.199707,1,177.0659943,292.9999084,1,194.5753479,321.7208862,1
8468,195.3183136,242.4904327,1,186.189682,250.6186371,1,179.0607147,262.5614624,1,177.8968506,290.4749146,1,188.0987244,321.1841736,1
8469,197.3728027,242.116806,1,188.4044037,250.8790741,1,180.1152344,262.4221802,1,176.3719482,289.1853638,1,182.9848633,319.5454407,1
8470,199.5915527,244.7315521,1,190.0046997,253.0033875,1,182.137558,264.1471863,1,175.1692047,288.9660645,1,178.7009735,320.1287537,1
8471,200.3409271,245.9769745,1,191.3242035,253.6683655,1,184.2624207,263.3923645,1,175.5353546,288.9000244,1,176.5506287,320.2692261,1
8472,201.1923218,247.505249,1,192.8477173,254.3386993,1,186.0439606,264.1864929,1,177.2206116,288.8400574,1,178.052948,320.1639404,1
8473,204.6393738,248.6595306,1,195.8974304,254.5684357,1,188.3093872,263.2442627,1,178.6226807,287.4957275,1,178.6387329,319.9145203,1
8474,206.3256073,249.4436493,1,197.3804932,254.980011,1,188.9168701,263.7237244,1,179.5080414,287.105896,1,177.3294373,319.8818054,1
8475,206.8550262,249.6766968,1,197.8538055,255.1948242,1,189.9690094,264.0170898,1,179.9012756,287.1138,1,176.7498932,319.9082642,1
8476,209.0460358,251.0739746,1,198.4575043,256.4241638,1,189.2907715,265.8140564,1,179.3434753,288.6247559,1,176.3208313,319.6039429,1
8477,211.8202667,251.6820526,1,199.552536,257.4729309,1,188.5175629,267.7723694,1,179.318512,289.6764221,1,176.5799561,319.8078003,1
8478,213.1105042,252.2384033,1,200.3510742,257.5127563,1,188.8751068,269.0987854,1,179.40271,290.2009583,1,176.6383362,319.4664307,1
8479,213.4911957,252.6181641,1,201.2267761,257.8833923,1,189.1856995,269.7928162,1,179.0261536,290.2432251,1,176.6533051,319.5164185,1
8480,212.4864502,252.7359467,1,201.3855438,258.4685669,1,189.8765106,270.5274658,1,179.9109344,290.012085,1,176.4094391,319.2660217,1
8481,211.6625366,252.7841949,1,201.0657196,258.9863281,1,190.0608215,271.4222412,1,180.3234558,289.9476013,1,176.2478485,318.3248901,1
8482,207.5150909,253.3485565,1,198.4011383,259.4292603,1,188.2162781,271.9877319,1,179.6460876,290.4026794,1,176.142868,316.9627075,1
8483,206.2183533,253.2948761,1,196.245697,258.1967163,1,185.1835785,270.4871826,0.99999994,177.8379669,289.7354126,1,175.4985199,315.8529053,1
8484,203.9911041,252.2462463,1,194.1467896,257.938446,1,183.2073975,268.4200745,1,175.4173431,289.0549622,1,173.9370117,313.7916565,1
8485,203.7390289,252.0019684,1,193.2900543,257.3598022,1,181.9718018,267.1917114,1,172.5812988,287.660675,1,170.0502167,313.504303,1
8486,203.9768066,252.0598145,1,192.9281616,257.6396484,1,181.2572174,267.8008423,1,171.1230927,287.6237183,1,168.5625458,313.0843201,1
8487,204.0620422,253.6649017,1,192.8502197,258.9632263,1,181.1954193,268.8120117,1,170.2156219,286.6760559,1,167.3834686,311.4746399,1
8488,204.183197,255.0847931,1,192.7490845,259.1615601,1,181.4081116,268.97995,1,170.0282745,286.3888855,1,165.5157166,311.6462097,1
8489,203.9751129,254.4820404,1,192.3527069,259.9169922,1,180.8321991,270.1859741,1,169.2158661,287.7499084,1,163.0052643,312.7511292,1
8490,205.1768188,254.0644836,1,192.8771667,260.1905518,1,180.9396667,270.5166321,1,168.8855896,289.0400391,1,161.6432648,313.7662048,1
8491,205.4325104,253.5962982,1,193.5225677,260.7986145,1,181.3244019,271.7799072,1,169.1218414,291.1777649,1,162.2531433,313.7924805,1
8492,206.3086395,253.0836334,1,195.3555145,260.8605042,1,183.9084778,273.7301636,1,170.9553375,291.2762756,1,162.0301666,313.7943115,1
8493,206.9755554,253.4644928,1,196.2158661,261.0499573,1,185.6131592,273.4631958,1,172.4221954,290.8649597,1,161.6391144,313.9897461,1
8494,207.6404419,253.3461456,1,196.829071,261.0438538,1,186.4585114,273.3161926,1,173.230835,290.5976563,1,161.2694855,314.1204224,1
8495,207.6785736,253.1789551,1,197.5194702,260.8831787,1,186.9907837,272.7150574,1,174.1679382,290.2374878,1,162.0893555,313.7849426,1
8496,207.4254456,253.0694275,1,198.2753296,260.4668884,1,188.4505463,271.7569885,1,175.3499603,289.2911072,1,162.1131439,314.2527771,1
8497,206.8461304,252.6975861,1,197.1279602,260.4909668,1,187.4772949,272.2913818,1,175.0626526,289.6064453,1,162.1477509,314.1556091,1
8498,204.7678833,252.1625977,1,196.5845642,259.8442383,1,186.4751587,272.039917,1,174.9863129,289.890564,1,162.2567749,314.0986328,1
8499,204.3939819,252.0394897,0.99999994,195.281311,260.0075378,1,185.920517,271.5690918,1,174.9067383,289.6826477,1,162.3700104,313.953186,1
8500,203.7884979,251.4497833,1,195.9042358,258.9224243,1,186.1762085,270.8545532,1,175.5846405,289.190918,1,162.6143494,313.5320129,1
8501,204.3321838,251.2992096,0.999999881,195.3363953,260.0728455,1,186.4598694,270.7015076,1,176.2863617,288.1356812,1,162.3390503,313.1408691,1
8502,202.414566,250.5115662,0.99999994,194.9048462,258.9945679,1,184.9708252,271.555603,1,175.7323914,289.2456055,1,161.4553375,312.6416626,1
8503,201.7137451,250.7926788,1,194.0101166,259.020813,1,184.3149414,271.2515869,1,175.256546,289.679657,1,161.3201447,313.1466675,1
8504,203.0409241,250.3561859,1,193.8078918,259.6229248,1,184.8673401,270.4505615,1,174.9255066,289.7731628,1,161.4149933,314.287384,1
8505,203.7223511,250.9397125,0.99999994,194.3637543,259.5779419,1,185.4035645,270.1167908,1,174.7104797,289.5422058,1,161.121933,314.7008057,1
8506,205.0124512,251.9020233,1,195.076889,260.0830383,1,185.8433685,270.2177734,1,174.8304596,289.4880981,1,160.8970642,314.7979126,1
8507,207.8890991,253.1360321,1,196.7414093,260.540802,1,186.3970642,270.0377502,1,174.8404846,289.2510376,1,160.5106049,314.2855835,1
8508,209.6451111,253.3622437,1,197.8575287,260.5506287,1,187.0564728,270.2419434,1,174.7932739,288.5151978,1,160.3395996,313.5778809,1
8509,209.8952484,252.5448303,1,198.1211548,259.4682312,1,187.8771515,270.4434204,1,175.4799957,288.0384216,1,160.7327728,313.2897949,1
8510,209.1405182,252.6222687,1,196.9417114,259.7156677,1,186.4278259,271.3109131,1,174.8029175,289.3225403,1,161.7158813,313.5568237,1
8511,208.0119934,253.0935059,1,196.2549438,259.7504883,1,186.0701141,271.0003967,1,174.7594452,289.5563049,1,161.3363495,313.5286865,1
8512,207.8654022,253.0042419,1,196.3414612,259.6795959,1,186.0575104,270.940979,1,174.713028,289.6351624,1,161.1946716,313.8406067,1
8513,207.5278168,253.4864655,1,196.02034,260.0216064,1,185.4296875,271.1741028,1,174.7013245,289.3005371,1,161.2281036,313.8424683,1
8514,208.2322083,254.7548065,1,196.2304535,260.8317261,1,185.9915314,271.9138184,1,174.5174255,288.8386536,1,160.9753113,313.6688538,1
8515,209.0616608,255.7689209,1,197.1674805,261.4671326,1,186.795639,272.1133423,1,174.4689331,289.0001221,1,161.3487701,313.3317566,1
8516,207.4745026,255.7314606,1,196.6038513,261.5097046,1,187.0124207,273.0645142,1,174.4970703,289.212677,1,161.6294861,312.7106018,1
8517,207.2831726,255.9728088,1,196.646637,261.8735352,1,185.7329254,273.6905823,1,174.3507538,289.5033875,1,162.2937012,311.9602661,1
8518,208.9030151,255.9217224,1,197.3830566,261.9776611,1,186.355011,274.3015747,1,173.7715607,289.8595886,1,163.1872406,311.4938354,1
8519,210.0868988,256.7380066,1,199.7626648,262.8381042,1,188.077774,274.8718567,1,174.2636261,289.7336121,1,161.9311829,312.2279663,1
8520,212.1012268,255.7543182,1,201.5456848,263.3301392,1,189.8569336,275.4396667,1,175.375061,290.1592102,1,160.7451172,312.6604614,1
8521,214.5218201,255.5015717,1,203.1940155,264.0204163,1,191.2333374,275.3100586,1,175.8741455,289.9207458,1,160.7196198,312.9050598,1
8522,216.1674805,255.865448,1,204.3691101,263.6931152,1,191.7106934,274.7501526,1,176.2475891,289.6292725,1,161.2739563,313.0406799,1
8523,216.5262756,256.4370117,1,204.9264679,263.8862305,1,192.2501068,274.9687195,1,176.5318604,290.072998,1,161.0715027,313.657196,1
8524,216.3103027,259.4295349,1,204.2425842,266.0907593,1,191.2653351,276.721344,1,175.0530853,291.9503784,1,160.1464081,315.5257568,1
8525,215.9481354,266.6004028,1,203.4194336,272.9265137,1,190.5011597,280.2479248,1,172.8140106,293.6795959,1,158.3972015,317.0080872,1
8526,218.2443848,274.8216553,1,203.8997955,277.6065063,1,189.3204193,284.3833313,1,171.3859863,295.2294006,1,157.4098511,317.4623108,1
8527,218.1901093,279.912384,1,203.5115204,283.9518433,1,188.7276764,287.7235107,1,169.9801178,297.1318054,1,155.9138947,318.6412964,1
8528,216.951828,283.4310303,1,203.8014679,287.4732056,1,190.2805328,290.6020813,1,169.9675446,298.3372498,1,155.54039,318.9833679,1
8529,218.1948395,287.349762,1,204.198349,289.3595581,1,191.4118652,291.5497437,1,170.6547852,297.6672974,1,155.6710663,319.1743469,1
8530,221.1383514,288.3467712,1,209.3072357,290.3476868,1,196.6739807,291.8760376,1,173.3858795,295.5306396,1,155.8546753,317.5405579,1
8531,224.2520905,292.3565674,1,212.440979,293.239563,1,198.9537964,293.0972595,1,176.0893555,295.5649719,1,157.2835236,316.0690308,1
8532,230.9543915,296.1828918,1,218.3910217,295.2065125,1,203.9785309,294.1566772,1,180.3603973,293.9864502,1,157.8682098,314.1780396,1
8533,233.604538,297.5240784,1,220.9140167,297.1806335,1,206.552475,295.0587769,1,182.9118805,293.8150024,1,159.3688812,312.7535095,1
8534,238.1483917,302.8242493,1,227.3173065,300.8114929,1,211.924057,296.35672,1,187.4453888,293.7608948,1,160.7277985,310.6315613,1
8535,244.9064026,305.0827942,1,235.374527,304.4387817,1,218.0238647,300.497406,1,193.5379639,294.4452209,1,162.1564178,308.8404846,1
8536,254.3810883,308.3144226,1,243.3339539,307.133606,1,226.1629944,302.4812622,1,199.4011383,297.7004089,1,164.213623,306.6448669,1
8537,260.342041,310.895752,1,250.0865326,309.4777527,1,233.4206238,304.9353638,1,205.8379211,298.9549255,1,169.3849945,305.268158,1
8538,266.4981079,314.9848022,1,255.4168243,312.1705017,1,238.93573,307.8693542,1,211.4397278,301.0583801,1,173.9141083,304.6810608,1
8539,269.6288147,316.3184204,1,258.2008362,315.5244446,1,242.171051,309.1823425,1,215.5166626,303.8230286,1,181.5633087,303.6174622,1
8540,271.930542,315.3986816,1,261.379425,316.9224854,1,245.8568573,312.8555298,1,221.4939117,308.9964905,1,187.6325989,306.868927,1
8541,272.5347595,310.7737122,1,263.2738037,314.3555298,1,248.4937286,315.6247864,1,224.3388519,312.4793701,1,190.2679749,309.0258179,1
8542,273.5328674,307.5947266,1,265.1410828,311.8121033,1,249.971283,315.2391968,0.999999881,225.5603333,314.0025635,1,190.5036011,310.1359863,1
8543,277.9161987,304.5557251,1,269.390686,308.8819885,1,253.0757904,314.4964294,1,227.813736,314.7251892,1,190.7051239,311.1478882,1
8544,282.1105957,302.5706482,1,273.0965576,306.95578,1,257.348877,311.5236511,1,231.0757141,313.3589172,1,192.4105835,311.5243225,1
8545,286.9625854,299.1154175,1,278.3237305,303.4687195,1,263.9076538,307.6740112,1,236.587677,312.4185791,1,196.6707306,311.5140991,1
8546,287.0353699,295.8527527,1,280.4707336,300.7909546,1,267.8166504,306.671051,1,240.7746124,311.3706055,1,201.495163,311.2210083,1
8547,288.0578918,294.0014343,1,281.8666687,299.1099243,1,269.9146423,305.2437134,1,242.1642914,311.4894409,1,204.3052063,311.9049377,1
8548,289.7702942,291.7085876,1,282.5011292,298.1376038,1,271.5456238,304.6965332,1,244.2569427,312.3179321,1,206.1372986,312.9520874,1
8549,288.7116394,288.1244507,1,283.2556763,295.8459473,1,273.0041199,303.9685059,1,246.3197479,312.4166565,1,207.5748596,314.7666016,1
8550,288.0213928,286.4675598,1,284.1505432,294.2105713,1,273.9734497,302.4108582,1,248.2436066,312.7889709,1,208.8578796,316.8806763,1
8551,287.6633911,284.8443604,1,283.7617188,293.2969055,1,273.9891357,301.5544128,1,250.3654938,314.5145874,1,210.3627625,319.2575378,1
8552,287.7662964,284.9369202,1,283.8157043,293.0231934,1,274.5899658,301.4504395,1,250.0986481,315.1035461,1,211.7679138,320.3353271,1
8553,291.5405884,286.6223145,1,284.7538452,293.892334,1,273.7515259,301.8486023,1,250.0044556,315.4271851,1,213.3418427,322.0014648,1
8554,298.5637817,286.3274841,1,290.3460083,293.3783569,1,278.4125366,301.7315979,1,254.802475,315.5118713,1,216.3915253,322.0996704,1
8555,303.1368713,285.3777161,1,295.0337219,293.545166,1,282.9139709,301.8521423,1,258.099884,315.2677307,1,219.5076294,324.3212891,1
8556,309.7351074,286.8928223,1,300.232605,293.776947,1,287.6953125,302.3406982,1,264.0252991,315.4201355,1,223.1710815,326.1109924,1
8557,314.7527771,289.3772583,1,304.9677734,293.9058838,1,291.1345215,301.9299316,1,268.9322815,315.5518188,1,229.6773071,327.3334656,1
8558,321.8746033,291.4320679,1,310.988678,294.8127441,1,297.6016235,301.2249451,1,274.3756409,314.3981628,1,236.8216553,329.9250793,1
8559,327.7137451,290.2713318,1,318.6472473,294.4967346,1,305.6799316,301.1899414,1,281.5175476,315.6365356,1,242.3852234,332.3840942,1
8560,333.3000488,288.1588135,1,325.0875854,292.1867676,1,312.553009,299.2130127,1,287.9623718,315.1211243,1,247.9459229,331.6047363,1
8561,336.341095,285.7010803,1,328.383728,289.6730652,1,317.3798828,297.2759399,1,292.8345947,314.0061646,1,253.0919342,329.0168457,1
8562,342.7216492,282.2339478,1,333.8341064,287.2840271,1,321.7506714,295.9821167,1,296.8764648,313.2607422,1,258.5053406,328.1768494,1
8563,348.7800598,278.8741455,1,339.9735413,284.7337341,1,328.5124512,293.1560669,1,302.5499268,311.2439575,1,264.761322,327.1878662,1
8564,357.4386902,277.8519592,1,348.5550232,282.4822388,1,335.68396,291.3406677,1,308.2471924,309.7829895,1,273.7427979,325.852356,1
8565,363.258606,277.4644165,1,354.5708008,281.7218323,1,341.3515015,290.3714905,1,314.8933105,306.2554626,1,281.5177002,324.1971436,1
8566,371.0549316,275.8567505,1,361.8641357,280.5681152,1,347.6145325,288.559967,1,320.6261902,303.1422119,1,286.3919983,320.8471985,1
8567,373.6781616,274.4559937,1,364.458374,279.4190979,1,350.2363892,287.2850342,1,325.3858643,300.1569824,1,292.8419495,318.921051,1
8568,374.4203796,269.658905,1,365.6852722,277.5573425,1,352.4163818,285.8402405,1,329.274231,299.3551025,1,296.7443848,318.182251,1
8569,374.206604,264.971405,1,365.52005,273.6380005,1,355.358429,283.1468201,1,333.1046448,298.897644,1,299.7205811,318.1860352,1
8570,370.2607727,258.4575806,1,364.2886963,268.9617004,1,356.2574158,278.869751,1,337.5361938,298.8886414,1,306.1719971,318.6782227,1
8571,366.8854675,253.980896,1,362.9799805,262.12854,1,357.1269836,273.717865,1,341.8289185,297.0909729,1,311.1369934,318.8564148,1
8572,367.2409668,251.2210999,1,362.5621948,259.6084595,1,356.9094849,271.3365479,1,343.6427917,295.7342529,1,314.5294495,319.0189819,1
8573,370.6233215,247.9634552,1,364.0473022,256.9335938,1,357.7220154,268.4064331,1,345.6776733,293.5880737,1,317.2015686,318.4761658,1
8574,372.3209839,245.6574249,1,365.4950867,255.1298523,1,358.3674316,266.7020874,1,345.2814636,291.3245239,1,318.4701233,317.4225769,1
8575,369.1768188,243.540802,1,363.6858521,252.2732697,1,358.3647766,264.7367859,1,345.8671265,288.3526001,1,318.6444397,313.6144409,1
8576,364.7097778,241.5229034,1,361.8042603,249.4080658,1,358.95224,261.260498,1,346.4378052,285.7263794,1,317.9483032,311.4798584,1
8577,359.9140625,237.9336395,1,358.4203186,245.9625244,1,356.9508362,258.1946106,1,346.0501404,283.1515808,1,317.6238708,310.2580261,1
8578,355.1502686,234.7715912,1,354.7121582,243.5622101,1,354.4740601,255.0984497,1,346.1861572,281.0343323,1,319.5431519,309.7636719,1
8579,353.810791,230.3176422,1,351.9672546,240.3869476,1,351.8416748,252.621582,1,347.3530579,279.4075317,1,323.0831299,309.8343811,1
8580,353.7900391,229.7149353,1,350.8219604,239.1076508,1,350.1906433,250.8110046,1,347.3202209,276.6958618,1,326.7384338,309.7659302,1
8581,351.0031433,233.2470093,1,349.0388184,240.3188629,1,349.3352356,250.8381805,1,346.9461365,275.671936,1,327.5796814,309.6370544,1
8582,350.3686523,233.6554108,1,347.84021,240.3893585,1,347.7449951,250.758194,1,346.1669312,276.2247314,1,327.4249878,309.4721985,1
8583,349.8403931,234.8014374,1,346.7207031,241.8738251,1,346.6891785,251.8112335,1,344.5759888,275.8707275,1,326.5785217,309.6408691,1
8584,348.6987915,236.6656189,1,346.2679443,242.9064026,1,347.6017151,252.3124847,1,344.1437683,276.491272,1,325.7492981,310.09021,1
8585,348.7986755,236.3676605,1,346.4056091,243.0053253,1,347.5403442,252.5852966,1,344.3164063,277.1095276,1,325.7077332,310.2956848,1
8586,349.8465881,234.6057892,1,347.1477356,241.8951111,1,347.2727051,252.0650787,1,344.6388245,276.9560547,1,326.1235962,310.5289917,1
8587,350.0918579,234.5077362,1,347.480957,241.4681396,1,347.4179077,251.4817505,1,345.1163025,276.1089478,1,326.5218201,310.2197571,1
8588,349.727356,235.7231598,1,346.9247742,242.0071411,1,347.6707153,251.3313599,1,345.0471802,275.4129639,1,326.5656128,309.8551941,1
8589,350.1159058,235.1696167,1,347.2558594,241.3808441,1,347.6291199,250.7056122,1,345.228363,275.0183411,1,327.4214783,309.7180481,1
8590,349.9195251,235.0857239,1,347.5478821,241.486084,1,348.0018005,250.9352875,1,345.5638123,275.4481201,1,327.4095154,310.0584106,1
8591,350.2753601,234.0146637,1,347.2972412,241.3596497,1,346.9387512,251.7133026,1,345.4211731,276.0268555,1,327.0377502,310.2403259,1
8592,349.4975891,228.1749573,1,347.2752075,237.2405853,1,346.5744324,249.8892975,1,344.3713684,275.4757385,1,328.0168152,309.9041748,1
8593,347.3854675,221.297821,1,346.3296204,230.2605591,1,346.9690857,244.0593414,1,344.5382996,270.3647156,1,330.2855225,308.4801941,1
8594,349.2783813,216.1509399,1,346.9105835,225.4876556,1,345.6130371,238.930191,1,343.8878479,265.3209534,1,333.7139587,305.6851501,1
8595,354.8295288,213.2837524,1,349.0149841,221.9296417,1,344.4748535,234.7016754,1,342.1983032,262.2455444,1,337.2500305,301.6460876,1
8596,359.1408081,211.8493042,1,351.9668579,218.9742126,1,346.8712769,231.4269714,1,342.2160034,257.4034424,1,341.6439209,294.4934387,1
8597,366.9789429,213.6743011,1,357.7149963,218.3486176,1,348.5593262,230.8136139,1,342.8307495,254.8559875,1,343.3850403,291.1994934,1
8598,369.911377,212.37677,1,360.2486572,216.8783112,1,351.1404114,229.0343475,1,344.9709778,252.9257202,1,343.6279297,289.4110413,1
8599,376.44104,211.9606476,1,364.8391724,215.1455536,1,355.2730713,226.1706696,1,345.4805298,250.8605499,1,344.2142639,288.0087891,1
8600,379.4657593,211.3197784,1,367.243103,214.4910583,1,357.1855164,222.3326569,1,346.4873657,249.1768494,1,342.8869934,286.4259033,1
8601,384.5762634,212.3103638,1,369.9943848,214.4506073,1,357.6274414,220.5923615,0.99999994,345.3664551,247.5447083,1,340.3170166,282.9004517,1
8602,388.7922974,213.5491486,1,374.427002,213.4674377,1,359.0065613,219.491272,1,343.936615,245.6088409,1,337.0612793,278.5087585,1
8603,391.5688477,213.4835358,1,376.3695068,214.0045166,1,361.0909729,217.9211121,1,342.9936829,243.2586212,1,334.7320251,274.072113,1
8604,392.1531372,213.3286133,1,376.5484924,214.0202179,1,362.155365,217.0819092,1,342.5270081,242.2709808,1,333.0757751,273.0132751,1
8605,391.590271,212.9568329,1,376.3200378,213.7828064,1,361.888031,217.2362671,1,342.77771,242.4235535,1,332.6105042,272.3600159,1
8606,392.1860352,213.1223297,1,377.1264954,214.1829681,1,362.0253296,217.7002716,1,342.41745,242.8305206,1,332.4834595,273.1557922,1
8607,391.5626831,212.8359528,1,376.645752,213.7345886,1,361.1018372,217.6974182,1,342.5762939,243.1134796,1,332.0673218,274.3767395,1
8608,391.3239136,212.7802582,1,376.135376,213.8422699,1,361.1947937,217.7784424,1,342.4923096,243.5969543,1,332.0046692,274.436676,1
8609,391.4676819,215.997818,0.999999881,375.0461121,215.5845184,1,359.9529419,218.7063904,1,341.4866943,244.7046204,1,332.5348206,274.8857727,1
8610,391.7202454,217.5809021,1,375.8552856,218.2823639,1,360.3334961,220.4031219,0.999999881,340.3413391,245.2292633,1,332.189209,274.9932556,1
8611,392.6066895,219.3497314,1,377.0033569,219.4725189,1,361.5688171,221.3381195,1,341.1569824,244.2293701,1,332.1177979,275.0576782,1
8612,392.7129822,219.123703,1,377.1444397,219.9574432,1,362.1470032,222.1887054,1,341.5527649,244.7241821,1,331.5594482,275.0757446,1
8613,392.7479248,218.8122101,1,377.315155,219.9259033,1,362.5317078,222.5209961,0.999999881,342.1627502,245.280899,1,331.7320251,275.1421509,1
8614,393.2124634,218.0879517,1,378.4256897,219.8056335,1,363.3033142,222.9994202,0.999999881,342.6478882,245.5427551,1,332.4152527,274.5941772,1
8615,393.1295166,217.230484,1,378.2104797,219.5229645,1,363.4185181,223.3197784,1,343.688324,245.7463989,1,331.9769897,274.7712708,1
8616,394.6244507,216.4946442,1,379.6728821,218.354187,1,364.2570496,222.7135925,0.999999881,344.4359436,245.4235535,1,332.3421021,274.8532104,1
8617,394.6134033,216.1822052,1,380.3250122,217.8387604,1,364.779541,222.8322296,1,344.6389771,245.3437347,1,332.3222961,274.7912292,1
8618,393.8223267,216.3018951,1,379.4441223,218.0321198,1,364.0261841,222.4869843,1,344.3510132,245.6929321,1,331.4297485,274.2069092,1
8619,393.3052368,216.0262451,1,378.3686523,218.8547516,1,363.6351929,222.7375488,0.999999881,344.0264282,246.0309906,1,331.1605835,273.5454712,1
8620,392.8955688,214.3079834,1,378.0544128,217.1649628,1,362.7750549,222.1499023,1,344.3458862,245.7176819,1,331.7051392,273.6981201,1
8621,392.7377625,212.6549072,1,378.5938721,215.6045532,1,364.0551147,221.4737701,1,345.5994568,244.7490387,1,331.5065308,274.0578308,1
8622,392.6712952,211.5406036,1,378.8936768,213.8954926,1,365.6088562,219.1533661,1,346.5668945,243.7850037,1,331.2192078,273.5664673,1
8623,393.1333923,210.362442,1,379.224823,212.9442749,1,366.7727966,217.7534943,1,346.8352356,243.3323975,1,331.769104,272.3388062,1
8624,392.3836975,210.6243439,1,378.7966003,213.337326,1,367.3709412,217.4796295,1,347.7378235,242.9980927,1,332.0244446,271.6265564,1
8625,391.9130249,210.8570557,1,378.3059082,213.6796417,1,366.3097229,217.8658752,1,346.7689209,243.6488037,1,331.9147644,271.4059448,1
8626,391.7958374,211.4598999,1,377.7034912,214.2047882,1,365.8981323,218.10289,1,346.8965759,243.2394714,1,331.8692017,271.4432373,1
8627,391.6960754,211.5977478,1,377.7908936,214.5363617,1,365.7500305,218.4370117,1,346.5167542,243.1408234,1,331.7358398,271.3548279,1
8628,392.0051575,211.620285,1,377.6190491,214.026886,1,365.8924561,217.9624023,1,346.3682556,243.4907837,1,331.2915039,271.2798462,1
8629,392.1477356,211.7559814,1,377.7373352,214.2097473,1,365.3110657,218.2806549,1,346.1379395,243.7057648,1,331.3265686,271.6470032,1
8630,392.1081848,211.9123383,1,377.9222107,214.1774597,1,365.6341248,217.9609833,1,346.4107666,243.6965485,1,331.5910645,271.5913391,1
8631,392.827301,212.8793335,1,378.2240906,214.688797,1,364.9687805,218.3412628,1,345.9035034,243.3928223,1,331.6651001,271.6799927,1
8632,392.5074768,212.4897766,1,378.0267029,214.4266357,1,365.1094971,218.2825317,1,345.7918701,243.4981079,1,331.366394,271.9140015,1
8633,392.5514221,212.431488,1,378.06427,214.5639343,1,364.8262939,218.6789093,1,345.615509,243.4893036,1,331.3903198,271.8759155,1
8634,392.3015747,212.3666229,1,378.117218,214.9115906,1,364.9485779,219.2480621,1,345.7284546,243.5502319,1,331.2868347,271.9283752,1
8635,392.473114,212.6673737,1,378.395874,215.246048,1,364.9959717,219.7974548,1,345.9987183,243.837738,1,331.4115295,271.9276123,1
8636,392.0971375,212.2792664,1,377.9603577,215.1214294,1,365.0914001,219.3472137,1,345.9278564,243.9763489,1,331.2945251,271.6737061,1
8637,391.6810608,212.6719208,1,377.2337646,215.1242523,1,363.8988342,219.4905548,1,345.3868103,244.2810822,1,331.375946,271.8717346,1
8638,391.9443665,213.2455444,1,377.3926697,215.6535034,1,364.1452332,219.439743,1,345.0247803,244.0858307,1,331.4530029,271.7347412,1
8639,391.8295288,213.953064,1,377.5954285,215.9774933,1,364.3372192,219.4558105,1,345.6900635,244.0718079,1,331.3493347,271.9938354,1
8640,392.1570129,214.289856,1,377.7285767,216.3014679,1,364.234314,219.7075958,1,344.7131958,244.2913361,1,331.1752625,271.9183655,1
